EmployerName,EmployerSize,Section,DiffMeanPercent
HOMEAWAY UK LIMITED,Less than 250,J,48.45
HOMELIFE CARERS GROUP LIMITED,250 to 499,S,38.9
Homerton University Hospital Foundation Trust,1000 to 4999,Q,4.2861
Homes England,500 to 999,O,29.6114
HOMES FOR HARINGEY LIMITED,500 to 999,T,-5.535200000000001
HONEST BURGERS LTD,500 to 999,I,16.6725
HOO HING LIMITED,250 to 499,G,14.434199999999999
HOST STAFFING LTD,500 to 999,N,4.9
HOTEL CORPORATION OF EDINBURGH LIMITED,250 to 499,L,14.32
HOTEL DU VIN TRADING LIMITED,1000 to 4999,I,3.822
House Of Commons,1000 to 4999,O,1.8239999999999998
House of Lords,500 to 999,O,8.2923
HOWARD KENNEDY SERVICES LIMITED,250 to 499,N,22.2828
HOWDEN JOINERY LIMITED,"5000 to 19,999",G,10.380600000000001
HOWDEN JOINERY PEOPLE SERVICES LIMITED,1000 to 4999,N,7.1045
Hpi UK Holding Ltd.,250 to 499,I,14.41
HSB ENGINEERING INSURANCE LIMITED,250 to 499,K,-11.927999999999999
HSB ENGINEERING INSURANCE LIMITED,250 to 499,K,-11.927999999999999
HSB ENGINEERING INSURANCE SERVICES LIMITED,250 to 499,M,57.344699999999996
HSBC Bank PLC,"20,000 or more",K,112.85000000000001
HSBC GLOBAL ASSET MANAGEMENT (UK) LIMITED,250 to 499,K,72.16000000000001
HSBC GLOBAL SERVICES (UK) LIMITED,"5000 to 19,999",N,44.7
HSBC GROUP MANAGEMENT SERVICES LIMITED,1000 to 4999,N,67.24000000000001
HSBC PRIVATE BANK (UK) LIMITED,250 to 499,K,52.85
HUBBELL LIMITED,250 to 499,G,33.638000000000005
HUGO BOSS UK LIMITED,1000 to 4999,G,12.672
HUGO BOSS UK LIMITED,1000 to 4999,G,12.672
HUNTRESS SEARCH LIMITED,500 to 999,N,17.6172
HUNTRESS SEARCH LIMITED,500 to 999,N,17.6172
HYPERION INSURANCE GROUP LIMITED,1000 to 4999,K,72.05760000000001
HYPERION INSURANCE GROUP LIMITED,1000 to 4999,M,72.05760000000001
HYPEROPTIC  LTD,250 to 499,J,-17.4029
HY-TEN GROUP LIMITED,250 to 499,C,6.205399999999999
I.C.T.S. (U.K.) LIMITED,1000 to 4999,N,1.534
I.F.F RESEARCH LIMITED,250 to 499,M,-3.0039
I.I.R. LIMITED,250 to 499,S,32.034
I.T.LAB LIMITED,250 to 499,J,23.941200000000002
I4 PAY PARTNERS LIMITED,1000 to 4999,M,16.8084
IBM SERVICES CENTRE UK LIMITED,1000 to 4999,J,7.042199999999999
IBM SERVICES CENTRE UK LIMITED,1000 to 4999,J,7.042199999999999
IBM SERVICES CENTRE UK LIMITED,1000 to 4999,J,7.042199999999999
IBM SERVICES CENTRE UK LIMITED,1000 to 4999,J,7.042199999999999
ICAP MANAGEMENT SERVICES LIMITED,500 to 999,M,89.148
ICBC STANDARD BANK PLC,500 to 999,K,36.407
IDE GROUP MANAGE LIMITED,250 to 499,J,8.0142
IG INDEX LIMITED,500 to 999,K,20.420399999999997
IGLU.COM LIMITED,250 to 499,N,29.502
IMG MEDIA LIMITED,500 to 999,J,57.515699999999995
IMMEDIATE MEDIA COMPANY LIMITED,1000 to 4999,J,18.375
Impact Multi Academy Trust,250 to 499,P,20.5
Imperial College Healthcare Nhs Trust,"5000 to 19,999",Q,26.462200000000003
Imperial College London,"5000 to 19,999",P,26.656000000000002
IMPERIAL LONDON HOTELS LIMITED(THE),1000 to 4999,I,-2.8675
INDEPENDENT CLINICAL SERVICES LIMITED,"5000 to 19,999",N,-6.922999999999999
INDEPENDENT TELEVISION NEWS LIMITED,500 to 999,J,26.72
INDUSTRIAL LIGHT & MAGIC (UK) LTD.,500 to 999,J,23.654400000000003
INEOS INFRASTRUCTURE (GRANGEMOUTH) LIMITED,250 to 499,D,12.5786
INEOS INFRASTRUCTURE (GRANGEMOUTH) LIMITED,250 to 499,D,12.5786
Informa PLC,1000 to 4999,M,51.863
INFORMATION RESOURCES (UK) LIMITED,500 to 999,J,39.339
INFORMATION RESOURCES (UK) LIMITED,500 to 999,M,39.339
INFY CONSULTING COMPANY LIMITED,Less than 250,M,31.2255
ING SERVICES LIMITED,500 to 999,N,71.1936
INGEUS UK LIMITED,500 to 999,N,16.323999999999998
INGLEBY (1949) LIMITED,250 to 499,I,47.240199999999994
Ingleby Services,500 to 999,M,39.0
INMARSAT GLOBAL LIMITED,500 to 999,J,25.044600000000003
INMARSAT GLOBAL LIMITED,500 to 999,N,25.044600000000003
INN ON THE PARK (LONDON) LIMITED,250 to 499,I,5.1373
INNOCENT LIMITED,250 to 499,C,26.3375
INNOCENT LIMITED,250 to 499,C,26.3375
INNOCENT LIMITED,250 to 499,C,26.3375
INSIGHT INVESTMENT MANAGEMENT LIMITED,500 to 999,K,44.922599999999996
INSTANT CASH LOANS LIMITED,500 to 999,K,66.8392
INSTANT CASH LOANS LIMITED,500 to 999,K,66.8392
INSTANT CASH LOANS LIMITED,500 to 999,N,66.8392
INTEGRAFIN SERVICES LIMITED,250 to 499,N,13.780199999999999
INTEGRAL UK LIMITED,1000 to 4999,F,18.4036
INTEGRO INSURANCE BROKERS LIMITED,500 to 999,K,139.3354
INTELLIGENT PROCESSING SOLUTIONS LIMITED,1000 to 4999,K,46.0429
INTERACT CC LTD,250 to 499,M,1.56
INTERACTIVE DATA (EUROPE) LIMITED,250 to 499,J,11.9225
INTERNATIONAL MANAGEMENT GROUP (UK) LIMITED,250 to 499,N,61.5092
INTERNATIONAL MANAGEMENT GROUP (UK) LIMITED,250 to 499,R,61.5092
INTERNATIONAL MANAGEMENT GROUP (UK) LIMITED,250 to 499,R,61.5092
International Power Ltd.,250 to 499,D,29.928
INTERNATIONAL SOS ASSISTANCE UK LIMITED,250 to 499,Q,66.8
INTERPUB LIMITED,500 to 999,I,-74.10000000000001
INTERPUB LIMITED,500 to 999,I,-74.10000000000001
INTERQUEST GROUP LIMITED,250 to 499,N,64.24
Interserve (Defence) Ltd,1000 to 4999,N,27.9
Interserve (Facilities Management) Ltd,"5000 to 19,999",N,37.27440000000001
Interserve (Facilities Management) Ltd,"5000 to 19,999",N,37.27440000000001
Interserve (Facilities Management) Ltd,"5000 to 19,999",N,37.27440000000001
INTERSERVE CATERING SERVICES LIMITED,1000 to 4999,I,20.7
INTERSERVE FS (UK) LIMITED,"5000 to 19,999",T,21.575999999999997
INTERSERVE INTEGRATED SERVICES LIMITED,250 to 499,S,25.1
INTERSERVE SECURITY (FIRST) LIMITED,500 to 999,N,1.97
INTERSERVE SECURITY (KNIGHTSBRIDGE) LIMITED,500 to 999,S,-6.484500000000001
Interservefm Ltd,500 to 999,M,22.7
INTL FCSTONE LTD,250 to 499,K,83.6608
INTU MANAGEMENT SERVICES LIMITED,250 to 499,M,70.17139999999999
INTU PROPERTIES PLC,1000 to 4999,K,14.976799999999999
INTU RETAIL SERVICES LIMITED,1000 to 4999,N,9.6209
INVESTEC ASSET MANAGEMENT LIMITED,250 to 499,K,74.79780000000001
INVESTEC BANK PLC,1000 to 4999,K,55.85839999999999
INVESTEC WEALTH & INVESTMENT LIMITED,1000 to 4999,K,84.0996
IPP ANALYTICS LIMITED,250 to 499,Q,13.474699999999999
IPSOS MORI UK LIMITED,1000 to 4999,M,10.3026
IQSA SERVICES LIMITED,500 to 999,L,39.2882
IQVIA SOLUTIONS HQ LTD.,Less than 250,M,38.454
IQVIA SOLUTIONS UK LIMITED,Less than 250,M,11.299599999999998
IQVIA SOLUTIONS UK LIMITED,Less than 250,M,11.299599999999998
IQVIA SOLUTIONS UK LIMITED,Less than 250,N,11.299599999999998
IQVIA TECHNOLOGY SERVICES LTD.,Less than 250,J,30.691199999999995
IQVIA TECHNOLOGY SERVICES LTD.,Less than 250,J,30.691199999999995
IQVIA WORLD PUBLICATIONS LTD.,250 to 499,N,29.393000000000004
IRON MOUNTAIN (UK) PLC,250 to 499,H,43.184400000000004
IRON MOUNTAIN (UK) PLC,250 to 499,H,43.184400000000004
IRON MOUNTAIN (UK) SERVICES LIMITED,1000 to 4999,H,-0.7242000000000001
ISG CENTRAL SERVICES LIMITED,250 to 499,M,60.9966
ISG CONSTRUCTION LIMITED,500 to 999,F,46.651500000000006
ISG FIT OUT LIMITED,500 to 999,F,77.89599999999999
ITELLIGENCE BUSINESS SOLUTIONS (UK) LIMITED,250 to 499,J,28.0
ITSU LIMITED,1000 to 4999,I,11.5915
ITSU LIMITED,1000 to 4999,I,11.5915
ITSU LIMITED,1000 to 4999,I,11.5915
ITV BREAKFAST LIMITED,250 to 499,J,10.148
ITV BROADCASTING LIMITED,1000 to 4999,J,29.7505
ITV SERVICES LIMITED,500 to 999,N,37.088
ITV STUDIOS LIMITED,1000 to 4999,J,9.591199999999999
IW GROUP SERVICES (UK) LIMITED,1000 to 4999,N,55.934999999999995
J. CHOO LIMITED,250 to 499,G,1.6638000000000004
J. CHOO LIMITED,250 to 499,G,1.6638000000000004
J. CHOO LIMITED,250 to 499,G,1.6638000000000004
J. MURPHY & SONS LIMITED,1000 to 4999,F,37.2669
J. VAN VLIET LONDON CASH & CARRY LIMITED,250 to 499,G,7.295999999999999
J. WALTER THOMPSON GROUP LIMITED,250 to 499,M,55.79679999999999
J.M. Finn & Co.Ltd,250 to 499,K,82.25
J.P. BODEN & CO. LIMITED,1000 to 4999,G,17.816
J.P. MORGAN EUROPE LIMITED,1000 to 4999,N,72.4175
J.P. MORGAN INTERNATIONAL BANK LIMITED,500 to 999,K,14.035199999999998
J.P. MORGAN INTERNATIONAL BANK LIMITED,500 to 999,K,14.035199999999998
J.P. Morgan Securities PLC,1000 to 4999,K,87.4896
J.P. Morgan Securities PLC,1000 to 4999,N,87.4896
JACK WILLS LIMITED,1000 to 4999,G,22.4192
JACKSON LIFT SERVICES LIMITED,500 to 999,C,48.0
JAGUAR BUILDING SERVICES LIMITED,250 to 499,N,5.1259999999999994
JAKE RESTAURANTS LTD,250 to 499,G,4.5005999999999995
JAMIE'S ITALIAN LIMITED,1000 to 4999,I,5.4418
JCDECAUX UK LIMITED,500 to 999,M,-4.675199999999999
JDM FOOD GROUP LIMITED,250 to 499,C,8.4
JDX CONSULTING  LIMITED,250 to 499,K,38.28
JDX CONSULTING  LIMITED,250 to 499,K,38.28
JDX CONSULTING  LIMITED,250 to 499,M,38.28
JEFFERIES INTERNATIONAL LIMITED,500 to 999,K,77.088
JEMCA CAR GROUP LIMITED,500 to 999,G,39.06
JEMCA CAR GROUP LIMITED,500 to 999,G,39.06
JEMCA CAR GROUP LIMITED,500 to 999,G,39.06
JEMCA CAR GROUP LIMITED,500 to 999,G,39.06
JJ FOOD SERVICE LIMITED,500 to 999,G,20.115000000000002
JLT BENEFIT SOLUTIONS LIMITED,1000 to 4999,K,48.2776
JLT MANAGEMENT SERVICES LIMITED,250 to 499,M,74.42240000000001
JLT REINSURANCE BROKERS LIMITED,250 to 499,K,97.3926
JLT SPECIALTY LIMITED,1000 to 4999,K,71.2332
JOCKEY CLUB RACECOURSES LIMITED,250 to 499,R,11.61
"Joh. Berenberg, Gossler & Co. KG - London Branch",250 to 499,K,67.4175
JOHN GUEST LIMITED,500 to 999,C,-52.9672
John Lewis PLC,"20,000 or more",G,16.395699999999998
John Lewis PLC,"20,000 or more",M,16.395699999999998
Johnson Matthey PLC,1000 to 4999,C,4.84
Johnson Matthey PLC,1000 to 4999,C,4.84
Johnson Matthey PLC,1000 to 4999,C,4.84
Johnson Matthey PLC,1000 to 4999,M,4.84
JONES LANG LASALLE LIMITED,1000 to 4999,L,92.8256
JONES LANG LASALLE LIMITED,1000 to 4999,L,92.8256
JONES LANG LASALLE RESOURCES LIMITED,500 to 999,N,28.034
JONES LANG LASALLE SERVICES LIMITED,500 to 999,L,17.8607
JPMORGAN ASSET MANAGEMENT (UK) LIMITED,1000 to 4999,K,50.489000000000004
JTL,250 to 499,P,27.583899999999996
Julius Rutherfoord & Co. Ltd.,1000 to 4999,N,0.1050000000000001
JUPITER ASSET MANAGEMENT LIMITED,250 to 499,K,72.15
JUST EAT HOLDING LIMITED,500 to 999,J,29.3515
Just Eat.Co.UK Ltd,250 to 499,J,20.618
K & G RESTAURANTS LIMITED,250 to 499,G,3.162
Kantar Media UK Ltd,250 to 499,M,1.5895000000000001
KANTAR UK LIMITED,1000 to 4999,S,41.8733
KAPLAN FINANCIAL LIMITED,500 to 999,P,26.8515
KAPLAN FINANCIAL LIMITED,500 to 999,P,26.8515
KARALI LIMITED,1000 to 4999,I,0.9632000000000002
KAUTEX TEXTRON CVS LIMITED,250 to 499,C,33.0
KELLY COMMS LIMITED,250 to 499,N,54.1996
KELLY COMMUNICATIONS LIMITED,250 to 499,F,-29.992399999999993
KELLY COMMUNICATIONS LIMITED,250 to 499,F,-29.992399999999993
Kelly Services (UK) Limited,1000 to 4999,N,-15.146999999999998
KENNEDYS MANAGEMENT SERVICES LIMITED,1000 to 4999,N,20.6787
KENSINGTON CLOSE HOTEL LIMITED,250 to 499,I,7.776
KENT FROZEN FOODS LIMITED,250 to 499,G,-19.014100000000003
KEOLIS AMEY DOCKLANDS LIMITED,500 to 999,H,27.2
KEOLIS AMEY METROLINK LIMITED,500 to 999,H,1.0812
KEW GREEN GROUP LIMITED,1000 to 4999,I,31.9995
KEY TRAVEL  LIMITED,500 to 999,N,55.176
Keychange Charity,250 to 499,Q,8.7561
Keychange Charity,250 to 499,Q,8.7561
KFG QUICKSERVE LIMITED,500 to 999,G,0.9602999999999999
KGB HOLDINGS LIMITED,500 to 999,M,35.501999999999995
Kilnbridge Construction Services Ltd.,250 to 499,F,100.49199999999999
Kilnbridge Construction Services Ltd.,250 to 499,F,100.49199999999999
Kilnbridge Construction Services Ltd.,250 to 499,F,100.49199999999999
Kilnbridge Construction Services Ltd.,250 to 499,F,100.49199999999999
KIMAL HOLDINGS LIMITED,250 to 499,M,23.2112
KINDRED (LONDON) LIMITED,250 to 499,N,2.1367
KINGFISHER INFORMATION TECHNOLOGY SERVICES (UK) LIMITED,250 to 499,J,18.0642
KINGFISHER INTERNATIONAL PRODUCTS LIMITED,500 to 999,G,6.1975
Kingfisher PLC,Less than 250,M,24.701999999999995
King's College Hospital,"5000 to 19,999",Q,29.1468
King's College London,"5000 to 19,999",P,30.038999999999998
Kingston Hospital NHS Foundation Trust,1000 to 4999,Q,20.64
KINGSTON SMITH GROUP SERVICES LIMITED,500 to 999,N,6.5856
Kingston University Higher Education Corporation,1000 to 4999,P,12.0294
Kingston University Higher Education Corporation,1000 to 4999,P,12.0294
KINLEIGH LIMITED,500 to 999,L,18.1117
Kirkland & Ellis International LLP,250 to 499,M,38.924
Kms (UK) Ltd,500 to 999,N,1.3747999999999998
KNIGHT FRANK SERVICES COMPANY,1000 to 4999,M,30.9111
KOBALT MUSIC GROUP LIMITED,250 to 499,M,17.1704
KORN FERRY (UK) LIMITED,250 to 499,M,54.675
KPMG UK LIMITED,"5000 to 19,999",N,32.267900000000004
KRM (GREAT BRITAIN) LIMITED,250 to 499,G,17.0235
KRM (GREAT BRITAIN) LIMITED,250 to 499,G,17.0235
KRUSH GLOBAL LIMITED,250 to 499,I,22.3473
KT & T LIMITED,250 to 499,I,1.4472000000000003
KT & T LIMITED,250 to 499,N,1.4472000000000003
KT & T LIMITED,250 to 499,N,1.4472000000000003
KT & T LIMITED,250 to 499,N,1.4472000000000003
KUEHNE + NAGEL LIMITED,"5000 to 19,999",H,3.9928000000000003
KURT GEIGER LIMITED,1000 to 4999,G,65.91
L BURRIDGE LTD,250 to 499,N,1.4224
L3 COMMERCIAL TRAINING SOLUTIONS  LIMITED,250 to 499,C,28.287100000000002
LACOSTE UK LIMITED,250 to 499,G,12.365400000000001
LACOSTE UK LIMITED,250 to 499,G,12.365400000000001
LACOSTE UK LIMITED,250 to 499,G,12.365400000000001
LADBROKES BETTING & GAMING LIMITED,"5000 to 19,999",R,21.4122
LAMBERT SMITH HAMPTON LIMITED,1000 to 4999,M,76.9626
LAND SECURITIES PROPERTIES LIMITED,500 to 999,F,61.95419999999999
LANDMARC SUPPORT SERVICES LIMITED,1000 to 4999,N,12.447
LANDMARK HOTEL LONDON LIMITED,500 to 999,I,-3.48
LANESBOROUGH MANAGEMENT LIMITED,250 to 499,L,11.8895
LASER TRADECO LIMITED,500 to 999,I,20.430500000000002
Latham & Watkins (London) LLP,500 to 999,M,45.62370000000001
LAURA ASHLEY HOLDINGS PLC,1000 to 4999,M,6.826499999999999
LAW ABSOLUTE LIMITED,Less than 250,N,-0.3186
LCH LIMITED,250 to 499,N,48.2352
"Le Pain Quotidien, Ltd",500 to 999,I,2.0976
LEAR CORPORATION (UK) LIMITED,1000 to 4999,C,-0.6739999999999999
Learning In Harmony Multi Academy Trust,500 to 999,P,26.7
LEATHAMS  LIMITED,250 to 499,G,26.577600000000004
LEATHAMS  LIMITED,250 to 499,G,26.577600000000004
LEATHAMS  LIMITED,250 to 499,G,26.577600000000004
LEATHAMS  LIMITED,250 to 499,G,26.577600000000004
LEGAL & GENERAL INVESTMENT MANAGEMENT (HOLDINGS) LIMITED,1000 to 4999,K,33.7028
LEGAL & GENERAL RESOURCES LIMITED,"5000 to 19,999",M,36.425700000000006
LEGGETT & PLATT COMPONENTS EUROPE LIMITED,250 to 499,C,-0.94
LEGGETT & PLATT COMPONENTS EUROPE LIMITED,250 to 499,C,-0.94
Leigh Day,250 to 499,M,11.9103
LENDLEASE CONSTRUCTION (EUROPE) LIMITED,500 to 999,F,48.6032
LENSBURY LIMITED,250 to 499,R,7.2124
Leo Academy Trust,250 to 499,P,16.5
LEON RESTAURANTS LIMITED,1000 to 4999,I,11.084999999999999
LES AMBASSADEURS CLUB LIMITED,250 to 499,R,16.0641
Lewisham And Greenwich Nhs Trust,"5000 to 19,999",Q,26.265
LEWISHAM HOMES LIMITED,250 to 499,I,-3.6062
Leyton sixth form college,250 to 499,P,10.388699999999998
LGC LIMITED,1000 to 4999,M,34.760000000000005
LHR AIRPORTS LIMITED,"5000 to 19,999",H,13.849499999999999
LIBERATA UK LIMITED,1000 to 4999,M,25.847599999999996
LIBERATA UK LIMITED,1000 to 4999,N,25.847599999999996
LIBERATA UK LIMITED,1000 to 4999,O,25.847599999999996
LIBERTY PRESSING SOLUTIONS (COVENTRY) LIMITED,500 to 999,C,21.4
LIBERTY RETAIL LIMITED,250 to 499,M,20.0889
LIBERTY SPECIALTY MARKETS LIMITED,500 to 999,M,60.1839
LIDL GREAT BRITAIN LIMITED,"20,000 or more",G,14.344000000000001
LIFEWAYS COMMUNITY CARE LIMITED,"5000 to 19,999",Q,11.549999999999999
LIGS LIMITED,1000 to 4999,N,55.773500000000006
LIME PICTURES LIMITED,500 to 999,J,0.5359999999999997
LINDT & SPRUNGLI (U.K.) LIMITED,250 to 499,G,29.008000000000003
LINESIDE LOGISTICS (SOUTHERN) LTD,250 to 499,N,28.306399999999996
LINK FINANCIAL OUTSOURCING LIMITED,250 to 499,N,54.449999999999996
LINK FUND ADMINISTRATORS LIMITED,250 to 499,K,63.612
LINK MARKET SERVICES LIMITED,500 to 999,N,39.802499999999995
LINKEDIN TECHNOLOGY UK LIMITED,250 to 499,N,42.056
Linklaters Business Services,1000 to 4999,N,32.3024
LINKS (LONDON) LIMITED,250 to 499,G,0.0834
Lion Academy Trust,250 to 499,P,41.2
LIQUID PERSONNEL LIMITED,500 to 999,N,13.2678
LIVE NATION (MUSIC) UK LIMITED,250 to 499,R,152.8
LIVE NATION (MUSIC) UK LIMITED,250 to 499,R,152.8
LIVE NATION (MUSIC) UK LIMITED,250 to 499,R,152.8
LIVING AMBITIONS LIMITED,1000 to 4999,S,-2.7
LLOYD SHOE CO LIMITED,500 to 999,G,11.832
LLOYDS BANK ASSET FINANCE LIMITED,1000 to 4999,K,34.614399999999996
Lloyds Bank PLC,"20,000 or more",K,61.8754
LLOYD'S REGISTER GROUP SERVICES LIMITED,250 to 499,N,45.09270000000001
LLOYD'S REGISTER QUALITY ASSURANCE LIMITED,250 to 499,N,29.8152
LOCAL PENSIONS PARTNERSHIP LTD,250 to 499,K,46.590799999999994
LOCAL WORLD LIMITED,1000 to 4999,J,4.656000000000001
L'OCCITANE LIMITED,500 to 999,G,51.0081
LOIZOU RESTAURANTS LIMITED,250 to 499,G,0.5408
LOMONDO LIMITED,250 to 499,I,2.0766999999999998
London Ambulance Service N H S Trust,"5000 to 19,999",Q,6.011299999999999
London borough Harrow Council,1000 to 4999,O,-4.1811
London Borough of Barking and Dagenham,1000 to 4999,O,24.867
London Borough of Bexley,1000 to 4999,O,10.206000000000001
London Borough of Bromley Council,1000 to 4999,O,14.31
London Borough of Camden,1000 to 4999,O,-0.11870000000000001
London Borough of Hackney,1000 to 4999,O,-6.3756
London Borough of Hammersmith & Fulham,1000 to 4999,O,3.3436000000000003
London Borough of Hillingdon,1000 to 4999,O,4.4
London Borough of Islington,1000 to 4999,O,-3.4006
London Borough of Merton,1000 to 4999,O,20.706
London Borough Of Richmond Upon Thames Council,1000 to 4999,O,7.590000000000001
London Borough Of Southwark,1000 to 4999,O,-15.254900000000001
London Borough Of Tower Hamlets,1000 to 4999,O,7.7700000000000005
LONDON BUS SERVICES LIMITED,250 to 499,H,3.752
LONDON BUSES LIMITED,250 to 499,H,0.714
LONDON CITY AIRPORT LIMITED,500 to 999,H,0.873
LONDON CITY BOND LIMITED,250 to 499,H,10.1595
LONDON CLUBS MANAGEMENT LIMITED,1000 to 4999,M,2.8161
LONDON CYRENIANS HOUSING LIMITED,250 to 499,Q,7.7
LONDON EXECUTIVE OFFICES LTD,250 to 499,L,12.887599999999999
London Fire & Emergency Planning Authority,"5000 to 19,999",O,-7.7
LONDON GATEWAY PORT LIMITED,250 to 499,H,-2.9464
LONDON GATEWAY PORT LIMITED,250 to 499,H,-2.9464
LONDON HIRE COMMUNITY SERVICES  LIMITED,250 to 499,H,17.0257
LONDON MAY FAIR HOTEL LIMITED,250 to 499,I,4.2439
London Metropolitan University,1000 to 4999,P,7.0
London North West University Healthcare Trust,"5000 to 19,999",Q,24.975
LONDON RESIDENTIAL HEALTHCARE LIMITED,500 to 999,F,1.5155999999999998
LONDON RESIDENTIAL HEALTHCARE LIMITED,500 to 999,S,1.5155999999999998
London School Of Economics & Political Science,1000 to 4999,P,39.1004
London School Of Economics & Political Science,1000 to 4999,P,39.1004
LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,1000 to 4999,M,35.4837
LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,1000 to 4999,M,35.4837
LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,1000 to 4999,P,35.4837
London South Bank University,1000 to 4999,P,9.5832
London South Bank University,1000 to 4999,P,9.5832
London South East Colleges Group,1000 to 4999,P,3.3165
LONDON SOUTHEND AIRPORT COMPANY LIMITED,250 to 499,H,27.2355
LONDON SOUTHEND AIRPORT COMPANY LIMITED,250 to 499,H,27.2355
LONDON SOUTHEND AIRPORT COMPANY LIMITED,250 to 499,N,27.2355
LONDON SOVEREIGN LIMITED,500 to 999,H,7.616399999999999
London Stock Exchange PLC,250 to 499,K,47.494800000000005
LONDON UNDERGROUND LIMITED,"5000 to 19,999",H,13.843
LONDON UNITED BUSWAYS LIMITED,1000 to 4999,H,2.24
LONDON XXI LIMITED,250 to 499,I,-3.4216
LONDONENERGY LTD,250 to 499,D,-80.2683
LONDONENERGY LTD,250 to 499,E,-80.2683
LONDONENERGY LTD,250 to 499,E,-80.2683
LONGSHOT KIDS LIMITED,250 to 499,N,6.467
L'OREAL (U.K.) LIMITED,1000 to 4999,G,56.940000000000005
L'OREAL (U.K.) LIMITED,1000 to 4999,G,56.940000000000005
Lorne Stewart PLC,500 to 999,F,75.24
Lorne Stewart PLC,500 to 999,F,75.24
LOUIS VUITTON UK LIMITED,500 to 999,G,6.87
LOUIS VUITTON UK LIMITED,500 to 999,G,6.87
LOUIS VUITTON UK LIMITED,500 to 999,G,6.87
LOUIS VUITTON UK LIMITED,500 to 999,G,6.87
LOVELL PARTNERSHIPS LIMITED,500 to 999,F,-34.116400000000006
LSEG EMPLOYMENT SERVICES LIMITED,250 to 499,N,29.8287
LTA SERVICES LIMITED,250 to 499,N,37.544
LUCOZADE RIBENA SUNTORY LIMITED,500 to 999,C,-8.5608
LUFTHANSA TECHNIK LANDING GEAR SERVICES UK LIMITED,250 to 499,C,-2.6683999999999997
LUFTHANSA TECHNIK LANDING GEAR SERVICES UK LIMITED,250 to 499,N,-2.6683999999999997
LULULEMON ATHLETICA UK LTD,Less than 250,G,47.51519999999999
LULULEMON ATHLETICA UK LTD,Less than 250,G,47.51519999999999
M & G LIMITED,1000 to 4999,M,53.7592
M J MAPP  LTD,250 to 499,L,44.28
M.P. MORAN & SONS LIMITED,250 to 499,G,-7.0
M.P. MORAN & SONS LIMITED,250 to 499,G,-7.0
MACARTHYS LABORATORIES LIMITED,250 to 499,C,24.3
MACE LIMITED,"5000 to 19,999",F,51.282
MACE LIMITED,"5000 to 19,999",F,51.282
MACE LIMITED,"5000 to 19,999",K,51.282
MACE LIMITED,"5000 to 19,999",M,51.282
MACE MACRO LIMITED,"5000 to 19,999",N,36.146
MACFARLANES SERVICES LIMITED,500 to 999,N,22.2768
MACLELLAN MANAGEMENT SERVICES LIMITED,500 to 999,M,17.4
MADE.COM DESIGN LTD,250 to 499,G,38.6808
MAINTEL EUROPE LIMITED,500 to 999,J,64.68
Maintel Holdings PLC,500 to 999,M,65.10000000000001
MALMAISON TRADING LIMITED,1000 to 4999,I,3.3292
MAN GROUP SERVICES LIMITED,500 to 999,M,37.4958
MANAGEMENT & TRAINING CORPORATION LIMITED,Less than 250,O,10.626000000000001
MANDARIN ORIENTAL HYDE PARK LIMITED,500 to 999,I,-10.696
MANDER PORTMAN WOODWARD LIMITED,250 to 499,P,29.562
MANOR RESTAURANTS (UK) LIMITED,500 to 999,I,4.81
MANPOWER UK LIMITED,"20,000 or more",N,-1.5732000000000002
MAPLE HOTELS 1 LIMITED,500 to 999,I,7.109399999999999
MARATHON SERVICE (G.B.) LIMITED,250 to 499,N,27.405
MARCUS & MARCUS LIMITED,250 to 499,Q,-1.3447
MAREX FINANCIAL,250 to 499,K,61.92
Marie Stopes International,500 to 999,Q,67.2735
MARK ALLEN HOLDINGS LIMITED,250 to 499,J,43.3956
MARK WARNER LIMITED,500 to 999,N,11.4912
MARKEL INTERNATIONAL SERVICES LIMITED,500 to 999,K,70.818
MARKET & OPINION RESEARCH INTERNATIONAL LIMITED,250 to 499,M,54.339000000000006
Marketing Vf Ltd,250 to 499,M,27.2648
MARKIT GROUP LIMITED,500 to 999,K,41.9904
MARKS AND SPENCER P.L.C.,"20,000 or more",G,19.15
MARLOWE FIRE & SECURITY LIMITED,250 to 499,N,25.074600000000004
MAROUSH GROUP LIMITED,250 to 499,I,-3.5511000000000004
MARRIOTT HOTELS LIMITED,"5000 to 19,999",I,3.1639
MARSH & PARSONS LIMITED,250 to 499,L,35.0595
MARSH SERVICES LIMITED,1000 to 4999,N,65.6658
MASCOLO LIMITED,250 to 499,S,26.2816
MASSIMO DUTTI U.K. LIMITED,250 to 499,G,-1.7005
MASTERCARD UK MANAGEMENT SERVICES LIMITED,250 to 499,N,10.9472
MATCHESFASHION LIMITED,500 to 999,G,39.48
MATCHESFASHION LIMITED,500 to 999,G,39.48
MAXWELLS RESTAURANTS LIMITED,250 to 499,I,-3.3
MAXXIMA LIMITED,1000 to 4999,N,16.2863
MAYDAY HEALTHCARE PLC,250 to 499,N,30.5528
MAZARS LIMITED,1000 to 4999,N,12.3371
MBA GROUP LIMITED,250 to 499,C,41.184
MBA GROUP LIMITED,250 to 499,J,41.184
MCALEER & RUSHE CONTRACTS UK LIMITED,250 to 499,F,47.888000000000005
